country,ccode,year,tier,minstand,efforts,TRAFFICKING_FLOWS,source,source_order,transit,transit_order,destination,destination_order,internal,TRAFFICKING_TYPES,psource,ptransit,pdest,pinternal,lsource,ltransit,ldest,linternal,dsource,dtransit,ddest,dinternal,dssource,dstransit,dsdest,dsinternal,cpsource,cptransit,cpdest,cpinternal,clsource,cltransit,cldest,clinternal,cssource,cstransit,csdest,csinternal,PROSECUTION,domesticlaws,enforcement,convictinfo,prosnum,PROTECTION,protectprogress,victimid,victimservices,victimpunish,PREVENTION,preventprogress,INTERNATIONAL_LAWS,UNP_sign,UNP_rat,ILO182,ILO29,ILO105,CEDAW_sign,CEDAW_rat,UNCRC_sign,UNCRC_rat,conflict_sign,conflict_rat
Mali,432,2008,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,1,,Yes,No mention,No,No,,Some,,15 Dec 2000Ê,12 Apr 2002Ê,14-Jul-00,22-Sep-60,28-May-62,Ê5 Feb 1985Ê,10 Sep 1985Ê,,16 May 2002 a,Ê8 Sep 2000Ê,16 May 2002Ê
Mali,432,2009,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,0,,Yes,No mention,No,No,,Some,,15 Dec 2000Ê,12 Apr 2002Ê,14-Jul-00,22-Sep-60,28-May-62,Ê5 Feb 1985Ê,10 Sep 1985Ê,,16 May 2002 a,Ê8 Sep 2000Ê,16 May 2002Ê
Mali,432,2010,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,0,,Yes,No,No,No,,Some,,15 Dec 2000Ê,12 Apr 2002Ê,14-Jul-00,22-Sep-60,28-May-62,Ê5 Feb 1985Ê,10 Sep 1985Ê,,16 May 2002 a,Ê8 Sep 2000Ê,16 May 2002Ê
Mali,432,2011,Tier 2/2 Watch List,No,2,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,2,,Yes,No,No,No,,Some,,15 Dec 2000Ê,12 Apr 2002Ê,14-Jul-00,22-Sep-60,28-May-62,Ê5 Feb 1985Ê,10 Sep 1985Ê,,16 May 2002 a,Ê8 Sep 2000Ê,16 May 2002Ê
Senegal,433,2002,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,No,No mention,Yes,,Yes,Yes,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,,,No mention,No mention,No mention,No mention,,Some,,13 Dec 2000Ê,27 Oct 2003Ê,1-Jun-00,4-Nov-60,28-Jul-61,29 Jul 1980Ê,Ê5 Feb 1985Ê,Ê8 Sep 2000Ê,Ê5 Nov 2003Ê,Ê8 Sep 2000Ê,Ê3 Mar 2004Ê
Senegal,433,2003,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Some,No mention,,,Yes,No mention,No mention,No mention,,Yes,,13 Dec 2000Ê,27 Oct 2003Ê,1-Jun-00,4-Nov-60,28-Jul-61,29 Jul 1980Ê,Ê5 Feb 1985Ê,Ê8 Sep 2000Ê,Ê5 Nov 2003Ê,Ê8 Sep 2000Ê,Ê3 Mar 2004Ê
Senegal,433,2004,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,No,,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,0,,No,No mention,No mention,No mention,,Yes,,13 Dec 2000Ê,27 Oct 2003Ê,1-Jun-00,4-Nov-60,28-Jul-61,29 Jul 1980Ê,Ê5 Feb 1985Ê,Ê8 Sep 2000Ê,Ê5 Nov 2003Ê,Ê8 Sep 2000Ê,Ê3 Mar 2004Ê
Senegal,433,2005,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Yes,Yes,55,,Yes,No mention,Yes,Yes,,Yes,,13 Dec 2000Ê,27 Oct 2003Ê,1-Jun-00,4-Nov-60,28-Jul-61,29 Jul 1980Ê,Ê5 Feb 1985Ê,Ê8 Sep 2000Ê,Ê5 Nov 2003Ê,Ê8 Sep 2000Ê,Ê3 Mar 2004Ê
Senegal,433,2006,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,3,,Yes,No mention,Yes,No,,Some,,13 Dec 2000Ê,27 Oct 2003Ê,1-Jun-00,4-Nov-60,28-Jul-61,29 Jul 1980Ê,Ê5 Feb 1985Ê,Ê8 Sep 2000Ê,Ê5 Nov 2003Ê,Ê8 Sep 2000Ê,Ê3 Mar 2004Ê
Senegal,433,2007,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,Yes,Yes,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,2,,Yes,No mention,Yes,Yes,,Some,,13 Dec 2000Ê,27 Oct 2003Ê,1-Jun-00,4-Nov-60,28-Jul-61,29 Jul 1980Ê,Ê5 Feb 1985Ê,Ê8 Sep 2000Ê,Ê5 Nov 2003Ê,Ê8 Sep 2000Ê,Ê3 Mar 2004Ê
Senegal,433,2008,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,Yes,Yes,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,Some,Yes,1,,Yes,No mention,Yes,No,,Some,,13 Dec 2000Ê,27 Oct 2003Ê,1-Jun-00,4-Nov-60,28-Jul-61,29 Jul 1980Ê,Ê5 Feb 1985Ê,Ê8 Sep 2000Ê,Ê5 Nov 2003Ê,Ê8 Sep 2000Ê,Ê3 Mar 2004Ê
Senegal,433,2009,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,Some,Yes,0,,Yes,No mention,Yes,No,,Some,,13 Dec 2000Ê,27 Oct 2003Ê,1-Jun-00,4-Nov-60,28-Jul-61,29 Jul 1980Ê,Ê5 Feb 1985Ê,Ê8 Sep 2000Ê,Ê5 Nov 2003Ê,Ê8 Sep 2000Ê,Ê3 Mar 2004Ê
Senegal,433,2010,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,Some,No,2,,Yes,Yes,Yes,No,,Some,,13 Dec 2000Ê,27 Oct 2003Ê,1-Jun-00,4-Nov-60,28-Jul-61,29 Jul 1980Ê,Ê5 Feb 1985Ê,Ê8 Sep 2000Ê,Ê5 Nov 2003Ê,Ê8 Sep 2000Ê,Ê3 Mar 2004Ê
Senegal,433,2011,Tier 2/2 Watch List,No,2,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,Some,Yes,10,,Yes,Yes,Yes,No,,Yes,,13 Dec 2000Ê,27 Oct 2003Ê,1-Jun-00,4-Nov-60,28-Jul-61,29 Jul 1980Ê,Ê5 Feb 1985Ê,Ê8 Sep 2000Ê,Ê5 Nov 2003Ê,Ê8 Sep 2000Ê,Ê3 Mar 2004Ê
Benin,434,2001,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,No mention,No mention,No mention,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,,No,No mention,No mention,,,Yes,No mention,No mention,No mention,,Some,,13 Dec 2000Ê,30 Aug 2004Ê,6-Nov-01,12-Dec-60,22-May-61,11 Nov 1981Ê,12 Mar 1992Ê,22 Feb 2001Ê,31 Jan 2005Ê,22 Feb 2001Ê,31 Jan 2005Ê
Benin,434,2002,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,No mention,No mention,No mention,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Yes,Yes,0,,Yes,No mention,No,No mention,,Some,,13 Dec 2000Ê,30 Aug 2004Ê,6-Nov-01,12-Dec-60,22-May-61,11 Nov 1981Ê,12 Mar 1992Ê,22 Feb 2001Ê,31 Jan 2005Ê,22 Feb 2001Ê,31 Jan 2005Ê
Benin,434,2003,Tier 1,Yes,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,No mention,No mention,No mention,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Yes,No mention,,,Yes,No mention,No,No,,Yes,,13 Dec 2000Ê,30 Aug 2004Ê,6-Nov-01,12-Dec-60,22-May-61,11 Nov 1981Ê,12 Mar 1992Ê,22 Feb 2001Ê,31 Jan 2005Ê,22 Feb 2001Ê,31 Jan 2005Ê
Benin,434,2004,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,Yes,Yes,Yes,No mention,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Yes,No,,,Yes,No mention,Yes,No mention,,Yes,,13 Dec 2000Ê,30 Aug 2004Ê,6-Nov-01,12-Dec-60,22-May-61,11 Nov 1981Ê,12 Mar 1992Ê,22 Feb 2001Ê,31 Jan 2005Ê,22 Feb 2001Ê,31 Jan 2005Ê
Benin,434,2005,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,Yes,Yes,Yes,No mention,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Some,No,,,Yes,No mention,No,No mention,,Some,,13 Dec 2000Ê,30 Aug 2004Ê,6-Nov-01,12-Dec-60,22-May-61,11 Nov 1981Ê,12 Mar 1992Ê,22 Feb 2001Ê,31 Jan 2005Ê,22 Feb 2001Ê,31 Jan 2005Ê
Benin,434,2006,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,Yes,Yes,Yes,No mention,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Yes,Yes,83,,Yes,No mention,No,No,,Some,,13 Dec 2000Ê,30 Aug 2004Ê,6-Nov-01,12-Dec-60,22-May-61,11 Nov 1981Ê,12 Mar 1992Ê,22 Feb 2001Ê,31 Jan 2005Ê,22 Feb 2001Ê,31 Jan 2005Ê
Benin,434,2007,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Yes,Yes,35,,Yes,Yes,Yes,No,,Some,,13 Dec 2000Ê,30 Aug 2004Ê,6-Nov-01,12-Dec-60,22-May-61,11 Nov 1981Ê,12 Mar 1992Ê,22 Feb 2001Ê,31 Jan 2005Ê,22 Feb 2001Ê,31 Jan 2005Ê
Benin,434,2008,Tier 2/2 Watch List,No,Yes,,Yes,Second mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Yes,Yes,39,,Yes,No,Yes,No,,Yes,,13 Dec 2000Ê,30 Aug 2004Ê,6-Nov-01,12-Dec-60,22-May-61,11 Nov 1981Ê,12 Mar 1992Ê,22 Feb 2001Ê,31 Jan 2005Ê,22 Feb 2001Ê,31 Jan 2005Ê
Benin,434,2009,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,20,,Yes,No,Yes,No,,Some,,13 Dec 2000Ê,30 Aug 2004Ê,6-Nov-01,12-Dec-60,22-May-61,11 Nov 1981Ê,12 Mar 1992Ê,22 Feb 2001Ê,31 Jan 2005Ê,22 Feb 2001Ê,31 Jan 2005Ê
Benin,434,2010,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,No,No mention,Yes,,Yes,Yes,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Yes,Yes,,,Yes,No,Yes,No,,Yes,,13 Dec 2000Ê,30 Aug 2004Ê,6-Nov-01,12-Dec-60,22-May-61,11 Nov 1981Ê,12 Mar 1992Ê,22 Feb 2001Ê,31 Jan 2005Ê,22 Feb 2001Ê,31 Jan 2005Ê
Benin,434,2011,Tier 2/2 Watch List,No,2,,Yes,First mention,Yes,Second mention,No,No mention,Yes,,Yes,Yes,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Yes,Yes,,,Yes,No,Yes,No,,Some,,13 Dec 2000Ê,30 Aug 2004Ê,6-Nov-01,12-Dec-60,22-May-61,11 Nov 1981Ê,12 Mar 1992Ê,22 Feb 2001Ê,31 Jan 2005Ê,22 Feb 2001Ê,31 Jan 2005Ê
Mauritania,435,2003,Special Case,No mention,No mention,,Yes,No mention,No,No mention,No,No mention,Yes,,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Some,No mention,,,No mention,No mention,No mention,No mention,,No mention,,,22 Jul 2005 a,3-Dec-01,20-Jun-61,3-Apr-97,,10 May 2001 a,,23 Apr 2007 a,,
Mauritania,435,2004,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,No mention,No mention,No mention,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,,Some,No,Yes,0,,No mention,No mention,No,No mention,,No,,,22 Jul 2005 a,3-Dec-01,20-Jun-61,3-Apr-97,,10 May 2001 a,,23 Apr 2007 a,,
Mauritania,435,2005,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,,Some,No,Yes,0,,Yes,No mention,Yes,No mention,,Some,,,22 Jul 2005 a,3-Dec-01,20-Jun-61,3-Apr-97,,10 May 2001 a,,23 Apr 2007 a,,
Mauritania,435,2006,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Some,No mention,,,Yes,No mention,Yes,No mention,,Yes,,,22 Jul 2005 a,3-Dec-01,20-Jun-61,3-Apr-97,,10 May 2001 a,,23 Apr 2007 a,,
Mauritania,435,2007,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,Yes,No mention,Yes,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,No,No,,,Yes,No mention,Yes,Yes,,Some,,,22 Jul 2005 a,3-Dec-01,20-Jun-61,3-Apr-97,,10 May 2001 a,,23 Apr 2007 a,,
Mauritania,435,2008,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,Yes,No mention,Yes,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,Some,Yes,1,,Yes,No mention,Yes,Yes,,Some,,,22 Jul 2005 a,3-Dec-01,20-Jun-61,3-Apr-97,,10 May 2001 a,,23 Apr 2007 a,,
Mauritania,435,2009,Tier 3,No,No,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,Yes,No mention,Yes,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,No,Yes,0,,No,No,No,Yes,,No,,,22 Jul 2005 a,3-Dec-01,20-Jun-61,3-Apr-97,,10 May 2001 a,,23 Apr 2007 a,,
Mauritania,435,2010,Tier 3,No,No,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,Yes,No mention,Yes,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,No mention,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,No,Yes,0,,Yes,No,Yes,Yes,,No,,,22 Jul 2005 a,3-Dec-01,20-Jun-61,3-Apr-97,,10 May 2001 a,,23 Apr 2007 a,,
Mauritania,435,2011,Tier 3,No,No,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,Yes,No mention,Yes,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,Some,Yes,3,,No,No,No,Yes,,Some,,,22 Jul 2005 a,3-Dec-01,20-Jun-61,3-Apr-97,,10 May 2001 a,,23 Apr 2007 a,,
Niger,436,2003,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Some,No mention,,,Yes,No mention,No,No mention,,Yes,,21 Aug 2001Ê,30 Sep 2004Ê,23-Oct-00,27-Feb-61,23-Mar-62,,Ê8 Oct 1999 a,27 Mar 2002Ê,26 Oct 2004Ê,,13 Mar 2012 a
Niger,436,2004,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,No,No mention,Yes,,Yes,Yes,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,Yes,Yes,No mention,Yes,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,0,,Yes,No mention,No,Yes,,Yes,,21 Aug 2001Ê,30 Sep 2004Ê,23-Oct-00,27-Feb-61,23-Mar-62,,Ê8 Oct 1999 a,27 Mar 2002Ê,26 Oct 2004Ê,,13 Mar 2012 a
Niger,436,2005,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,0,,No,No,No,No mention,,Some,,21 Aug 2001Ê,30 Sep 2004Ê,23-Oct-00,27-Feb-61,23-Mar-62,,Ê8 Oct 1999 a,27 Mar 2002Ê,26 Oct 2004Ê,,13 Mar 2012 a
Niger,436,2006,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,3,,Yes,No,No mention,No mention,,Some,,21 Aug 2001Ê,30 Sep 2004Ê,23-Oct-00,27-Feb-61,23-Mar-62,,Ê8 Oct 1999 a,27 Mar 2002Ê,26 Oct 2004Ê,,13 Mar 2012 a
Niger,436,2007,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Yes,Yes,4,,Yes,No mention,No mention,No,,Some,,21 Aug 2001Ê,30 Sep 2004Ê,23-Oct-00,27-Feb-61,23-Mar-62,,Ê8 Oct 1999 a,27 Mar 2002Ê,26 Oct 2004Ê,,13 Mar 2012 a
Niger,436,2008,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,4,,Yes,No mention,No,Yes,,Yes,,21 Aug 2001Ê,30 Sep 2004Ê,23-Oct-00,27-Feb-61,23-Mar-62,,Ê8 Oct 1999 a,27 Mar 2002Ê,26 Oct 2004Ê,,13 Mar 2012 a
Niger,436,2009,Tier 3,No,No,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,2,,Yes,No,No,No,,Yes,,21 Aug 2001Ê,30 Sep 2004Ê,23-Oct-00,27-Feb-61,23-Mar-62,,Ê8 Oct 1999 a,27 Mar 2002Ê,26 Oct 2004Ê,,13 Mar 2012 a
Niger,436,2010,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,No mention,No mention,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,1,,Yes,No,No,No,,Some,,21 Aug 2001Ê,30 Sep 2004Ê,23-Oct-00,27-Feb-61,23-Mar-62,,Ê8 Oct 1999 a,27 Mar 2002Ê,26 Oct 2004Ê,,13 Mar 2012 a
Niger,436,2011,Tier 2/2 Watch List,No,2,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,Some,Yes,3,,Yes,No,No,No,,Some,,21 Aug 2001Ê,30 Sep 2004Ê,23-Oct-00,27-Feb-61,23-Mar-62,,Ê8 Oct 1999 a,27 Mar 2002Ê,26 Oct 2004Ê,,13 Mar 2012 a
Cote d'Ivoire,437,2001,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,Yes,No mention,Yes,No mention,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,Yes,No mention,Yes,No mention,Yes,No mention,Yes,No mention,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,22,,No mention,No mention,No mention,No,,Some,,,25 Oct 2012 a,7-Feb-03,21-Nov-60,5-May-61,17 Jul 1980Ê,18 Dec 1995Ê,,19 Sep 2011 a,,12 Mar 2012 a
